Code Ana;Analyte;Anonymat;Controle;Unite;Tech;App;Tri;Resultat;Effectif pairs;Cible pairs;ET pairs;Biais % pairs;Biais |c| pairs;z score pairs;Note pairs;Effectif ens;Cible ens;ET ens;Biais % ens;Biais |c| ens;z score ens;Note ens;Date;LA %;Opérateur
F5;Facteur V;1952A;25HA14;%;W2;PB7;XX;27,0;29;40,09;4,64;-32,7;-13,09;-2,8;-2;464;37,15;3,31;-27,3;-10,15;-3,1;-1;09/07/2025;15,0;Marie BRIONNE-FRANCOIS
F5;Facteur V;1952;25HA15;%;W2;PB7;XX;124,0;26;111,7;10,6;11,0;12,3;1,2;B+;458;108,1;9,7;14,7;15,9;1,6;+1;27/08/2025;13,8;Maud LEBAS
F5;Facteur V;1952A;25HA15;%;W2;PB7;XX;107,0;26;111,7;10,6;-4,2;-4,7;-0,4;TB;458;108,1;9,7;-1,0;-1,1;-0,1;TB;27/08/2025;13,8;Maud LEBAS
F5;Facteur V;1952;25HA16;%;W2;PB7;XX;73,0;28;64,30;6,92;13,5;8,70;1,3;B+;465;61,07;5,61;19,5;11,93;2,1;+1;27/08/2025;15,0;Maud LEBAS
F5;Facteur V;1952A;25HA16;%;W2;PB7;XX;59,0;28;64,30;6,92;-8,2;-5,30;-0,8;B-;465;61,07;5,61;-3,4;-2,07;-0,4;TB;27/08/2025;15,0;Maud LEBAS
F5;Facteur V;1952;25HA17;%;W2;PB7;XX;105,0;28;110,65;11,81;-5,1;-5,65;-0,5;TB;465;108,06;9,15;-2,8;-3,06;-0,3;TB;01/10/2025;13,8;Marie BRIONNE-FRANCOIS
F5;Facteur V;1952A;25HA17;%;W2;PB7;XX;97,0;28;110,65;11,81;-12,3;-13,65;-1,2;B-;465;108,06;9,15;-10,2;-11,06;-1,2;B-;01/10/2025;13,8;Marie BRIONNE-FRANCOIS
F5;Facteur V;1952;25HA18;%;W2;PB7;XX;37,0;28;40,00;3,96;-7,5;-3,00;-0,8;TB;468;36,73;3,15;0,7;0,27;0,1;TB;01/10/2025;15,0;Marie BRIONNE-FRANCOIS
F5;Facteur V;1952A;25HA18;%;W2;PB7;XX;36,0;28;40,00;3,96;-10,0;-4,00;-1,0;B-;468;36,73;3,15;-2,0;-0,73;-0,2;TB;01/10/2025;15,0;Marie BRIONNE-FRANCOIS
F5;Facteur V;1952;25HA19;%;W2;PB7;XX;86,0;28;90,60;10,34;-5,1;-4,60;-0,4;TB;471;89,27;7,11;-3,7;-3,27;-0,5;TB;05/11/2025;13,8;Marie BRIONNE-FRANCOIS
F5;Facteur V;1952A;25HA19;%;W2;PB7;XX;82,0;28;90,60;10,34;-9,5;-8,60;-0,8;B-;471;89,27;7,11;-8,1;-7,27;-1,0;B-;05/11/2025;13,8;Marie BRIONNE-FRANCOIS
F5;Facteur V;1952;25HA20;%;W2;PB7;XX;58,0;28;61,99;6,45;-6,4;-3,99;-0,6;TB;471;61,28;5,75;-5,4;-3,28;-0,6;TB;05/11/2025;15,0;Marie BRIONNE-FRANCOIS
F5;Facteur V;1952A;25HA20;%;W2;PB7;XX;56,0;28;61,99;6,45;-9,7;-5,99;-0,9;B-;471;61,28;5,75;-8,6;-5,28;-0,9;B-;05/11/2025;15,0;Marie BRIONNE-FRANCOIS
F7;Facteur VII;1952;25HA01;%;W5;PB7;XX;75,0;16;90,46;6,14;-17,1;-15,46;-2,4;-1;284;89,25;6,44;-16,0;-14,25;-2,2;-1;22/01/2025;13,0;Marie BRIONNE-FRANCOIS
F7;Facteur VII;1952A;25HA01;%;W5;PB7;XX;77,0;16;90,46;6,14;-14,9;-13,46;-2,1;-1;284;89,25;6,44;-13,7;-12,25;-1,9;-1;22/01/2025;13,0;Marie BRIONNE-FRANCOIS
F7;Facteur VII;1952;25HA02;%;W5;PB7;XX;39,0;16;46,04;5,50;-15,3;-7,04;-1,2;B-;286;45,00;5,02;-13,3;-6,00;-1,2;B-;22/01/2025;15,0;Marie BRIONNE-FRANCOIS
F7;Facteur VII;1952A;25HA02;%;W5;PB7;XX;39,0;16;46,04;5,50;-15,3;-7,04;-1,2;B-;286;45,00;5,02;-13,3;-6,00;-1,2;B-;22/01/2025;15,0;Marie BRIONNE-FRANCOIS
F7;Facteur VII;1952;25HA03;%;W5;PB7;XX;53,0;16;62,63;5,20;-15,4;-9,63;-1,8;B-;287;61,78;5,91;-14,2;-8,78;-1,5;B-;19/02/2025;15,0;Maud LEBAS
F7;Facteur VII;1952A;25HA03;%;W5;PB7;XX;53,0;16;62,63;5,20;-15,4;-9,63;-1,8;B-;287;61,78;5,91;-14,2;-8,78;-1,5;B-;19/02/2025;15,0;Maud LEBAS
F7;Facteur VII;1952;25HA04;%;W5;PB7;XX;6,0;14;6,66;0,91;-9,9;-0,66;-0,7;TB;284;7,96;0,96;-24,6;-1,96;-2,0;B-;19/02/2025;30,0;Maud LEBAS
F7;Facteur VII;1952A;25HA04;%;W5;PB7;XX;6,0;14;6,66;0,91;-9,9;-0,66;-0,7;TB;284;7,96;0,96;-24,6;-1,96;-2,0;B-;19/02/2025;30,0;Maud LEBAS
F7;Facteur VII;1952;25HA05;%;W5;PB7;XX;63,0;22;65,93;3,87;-4,4;-2,93;-0,8;TB;294;61,69;5,66;2,1;1,31;0,2;TB;19/03/2025;15,0;Marie BRIONNE-FRANCOIS
F7;Facteur VII;1952A;25HA05;%;W5;PB7;XX;69,0;22;65,93;3,87;4,7;3,07;0,8;TB;294;61,69;5,66;11,8;7,31;1,3;B+;19/03/2025;15,0;Marie BRIONNE-FRANCOIS
F7;Facteur VII;1952;25HA06;%;W5;PB7;XX;48,0;22;49,03;3,06;-2,1;-1,03;-0,3;TB;294;45,24;4,87;6,1;2,76;0,6;TB;19/03/2025;15,0;Marie BRIONNE-FRANCOIS
F7;Facteur VII;1952A;25HA06;%;W5;PB7;XX;50,0;22;49,03;3,06;2,0;0,97;0,3;TB;294;45,24;4,87;10,5;4,76;1,0;B+;19/03/2025;15,0;Marie BRIONNE-FRANCOIS
F7;Facteur VII;1952;25HA07;%;W5;PB7;XX;85,0;15;88,07;5,29;-3,5;-3,07;-0,6;TB;284;88,94;6,10;-4,4;-3,94;-0,6;TB;16/04/2025;13,0;Maud LEBAS
F7;Facteur VII;1952A;25HA07;%;W5;PB7;XX;85,0;15;88,07;5,29;-3,5;-3,07;-0,6;TB;284;88,94;6,10;-4,4;-3,94;-0,6;TB;16/04/2025;13,0;Maud LEBAS
F7;Facteur VII;1952;25HA08;%;W5;PB7;XX;6,0;15;6,27;0,61;-4,3;-0,27;-0,4;TB;281;7,91;1,06;-24,1;-1,91;-1,8;B-;16/04/2025;30,0;Maud LEBAS
F7;Facteur VII;1952A;25HA08;%;W5;PB7;XX;6,0;15;6,27;0,61;-4,3;-0,27;-0,4;TB;281;7,91;1,06;-24,1;-1,91;-1,8;B-;16/04/2025;30,0;Maud LEBAS
F7;Facteur VII;1952;25HA09;%;W5;PB7;XX;87,0;21;88,11;4,10;-1,3;-1,11;-0,3;TB;287;89,19;6,41;-2,5;-2,19;-0,3;TB;14/05/2025;13,0;Maud LEBAS
F7;Facteur VII;1952A;25HA09;%;W5;PB7;XX;92,0;21;88,11;4,10;4,4;3,89;0,9;TB;287;89,19;6,41;3,2;2,81;0,4;TB;14/05/2025;13,0;Maud LEBAS
F7;Facteur VII;1952;25HA10;%;W5;PB7;XX;61,0;21;63,21;3,47;-3,5;-2,21;-0,6;TB;287;61,85;5,52;-1,4;-0,85;-0,2;TB;14/05/2025;15,0;Maud LEBAS
F7;Facteur VII;1952A;25HA10;%;W5;PB7;XX;66,0;21;63,21;3,47;4,4;2,79;0,8;TB;287;61,85;5,52;6,7;4,15;0,8;TB;14/05/2025;15,0;Maud LEBAS
F7;Facteur VII;1952;25HA11;%;W5;PB7;XX;61,0;23;62,84;4,06;-2,9;-1,84;-0,5;TB;279;61,51;5,23;-0,8;-0,51;-0,1;TB;11/06/2025;15,0;Marie BRIONNE-FRANCOIS
F7;Facteur VII;1952A;25HA11;%;W5;PB7;XX;62,0;23;62,84;4,06;-1,3;-0,84;-0,2;TB;279;61,51;5,23;0,8;0,49;0,1;TB;11/06/2025;15,0;Marie BRIONNE-FRANCOIS
F7;Facteur VII;1952;25HA12;%;W5;PB7;XX;22,0;23;22,94;1,25;-4,1;-0,94;-0,8;TB;279;21,67;1,91;1,5;0,33;0,2;TB;11/06/2025;30,0;Marie BRIONNE-FRANCOIS
F7;Facteur VII;1952A;25HA12;%;W5;PB7;XX;22,0;23;22,94;1,25;-4,1;-0,94;-0,8;TB;279;21,67;1,91;1,5;0,33;0,2;TB;11/06/2025;30,0;Marie BRIONNE-FRANCOIS
F7;Facteur VII;1952;25HA13;%;W5;PB7;XX;92,0;25;91,07;5,58;1,0;0,93;0,2;TB;285;90,51;6,65;1,6;1,49;0,2;TB;09/07/2025;13,0;Marie BRIONNE-FRANCOIS
F7;Facteur VII;1952A;25HA13;%;W5;PB7;XX;89,0;25;91,07;5,58;-2,3;-2,07;-0,4;TB;285;90,51;6,65;-1,7;-1,51;-0,2;TB;09/07/2025;13,0;Marie BRIONNE-FRANCOIS
F7;Facteur VII;1952;25HA14;%;W5;PB7;XX;50,0;25;48,86;4,24;2,3;1,14;0,3;TB;285;45,53;4,96;9,8;4,47;0,9;B+;09/07/2025;15,0;Marie BRIONNE-FRANCOIS
F7;Facteur VII;1952A;25HA14;%;W5;PB7;XX;48,0;25;48,86;4,24;-1,8;-0,86;-0,2;TB;285;45,53;4,96;5,4;2,47;0,5;TB;09/07/2025;15,0;Marie BRIONNE-FRANCOIS
F7;Facteur VII;1952;25HA15;%;W5;PB7;XX;120,0;20;120,1;7,3;-0,1;-0,1;0,0;TB;271;121,8;9,6;-1,5;-1,8;-0,2;TB;27/08/2025;13,0;Maud LEBAS
F7;Facteur VII;1952A;25HA15;%;W5;PB7;XX;119,0;20;120,1;7,3;-0,9;-1,1;-0,1;TB;271;121,8;9,6;-2,3;-2,8;-0,3;TB;27/08/2025;13,0;Maud LEBAS
F7;Facteur VII;1952;25HA16;%;W5;PB7;XX;7,0;22;6,56;0,68;6,7;0,44;0,6;TB;279;7,89;1,09;-11,3;-0,89;-0,8;TB;27/08/2025;30,0;Maud LEBAS
F7;Facteur VII;1952A;25HA16;%;W5;PB7;XX;7,0;22;6,56;0,68;6,7;0,44;0,6;TB;279;7,89;1,09;-11,3;-0,89;-0,8;TB;27/08/2025;30,0;Maud LEBAS
F7;Facteur VII;1952;25HA17;%;W5;PB7;XX;113,0;24;117,27;8,75;-3,6;-4,27;-0,5;TB;270;121,50;9,00;-7,0;-8,50;-0,9;B-;01/10/2025;13,0;Marie BRIONNE-FRANCOIS
F7;Facteur VII;1952A;25HA17;%;W5;PB7;XX;111,0;24;117,27;8,75;-5,3;-6,27;-0,7;TB;270;121,50;9,00;-8,6;-10,50;-1,2;B-;01/10/2025;13,0;Marie BRIONNE-FRANCOIS
F7;Facteur VII;1952;25HA18;%;W5;PB7;XX;49,0;24;48,21;4,80;1,6;0,79;0,2;TB;281;45,49;4,98;7,7;3,51;0,7;B+;01/10/2025;15,0;Marie BRIONNE-FRANCOIS
F7;Facteur VII;1952A;25HA18;%;W5;PB7;XX;47,0;24;48,21;4,80;-2,5;-1,21;-0,3;TB;281;45,49;4,98;3,3;1,51;0,3;TB;01/10/2025;15,0;Marie BRIONNE-FRANCOIS
F7;Facteur VII;1952;25HA19;%;W5;PB7;XX;23,0;24;22,90;1,53;0,4;0,10;0,1;TB;286;21,75;2,17;5,7;1,25;0,6;TB;05/11/2025;30,0;Marie BRIONNE-FRANCOIS
F7;Facteur VII;1952A;25HA19;%;W5;PB7;XX;23,0;24;22,90;1,53;0,4;0,10;0,1;TB;286;21,75;2,17;5,7;1,25;0,6;TB;05/11/2025;30,0;Marie BRIONNE-FRANCOIS
F7;Facteur VII;1952;25HA20;%;W5;PB7;XX;6,0;22;6,32;0,71;-5,1;-0,32;-0,5;TB;284;7,89;1,05;-24,0;-1,89;-1,8;B-;05/11/2025;30,0;Marie BRIONNE-FRANCOIS
F7;Facteur VII;1952A;25HA20;%;W5;PB7;XX;6,0;22;6,32;0,71;-5,1;-0,32;-0,5;TB;284;7,89;1,05;-24,0;-1,89;-1,8;B-;05/11/2025;30,0;Marie BRIONNE-FRANCOIS
F8;Facteur VIII;1952;25HA01;%;B1;PB7;XX;94,4;20;102,05;7,76;-7,5;-7,65;-0,9;TB;276;88,98;10,25;6,1;5,42;0,5;TB;22/01/2025;16,0;Marie BRIONNE-FRANCOIS
F8;Facteur VIII;1952A;25HA01;%;B1;PB7;XX;106,8;20;102,05;7,76;4,7;4,75;0,6;TB;276;88,98;10,25;20,0;17,82;1,7;+1;22/01/2025;16,0;Marie BRIONNE-FRANCOIS
F8;Facteur VIII;1952;25HA02;%;B1;PB7;XX;36,0;20;39,81;3,91;-9,6;-3,81;-0,9;TB;276;35,82;4,68;0,5;0,18;0,0;TB;22/01/2025;20,0;Marie BRIONNE-FRANCOIS
F8;Facteur VIII;1952A;25HA02;%;B1;PB7;XX;39,9;20;39,81;3,91;0,2;0,09;0,0;TB;276;35,82;4,68;11,4;4,08;0,9;B+;22/01/2025;20,0;Marie BRIONNE-FRANCOIS
F8;Facteur VIII;1952;25HA03;%;B1;PB7;XX;54,0;22;61,11;5,07;-11,6;-7,11;-1,4;B-;277;56,77;7,12;-4,9;-2,77;-0,4;TB;19/02/2025;20,0;Maud LEBAS
F8;Facteur VIII;1952A;25HA03;%;B1;PB7;XX;62,0;22;61,11;5,07;1,5;0,89;0,2;TB;277;56,77;7,12;9,2;5,23;0,7;TB;19/02/2025;20,0;Maud LEBAS
F8;Facteur VIII;1952;25HA04;%;B1;PB7;XX;37,0;22;40,29;4,29;-8,2;-3,29;-0,8;TB;278;35,11;3,90;5,4;1,89;0,5;TB;19/02/2025;20,0;Maud LEBAS
F8;Facteur VIII;1952A;25HA04;%;B1;PB7;XX;45,0;22;40,29;4,29;11,7;4,71;1,1;B+;278;35,11;3,90;28,2;9,89;2,5;+1;19/02/2025;20,0;Maud LEBAS
F8;Facteur VIII;1952;25HA05;%;B1;PB7;XX;63,9;22;62,08;3,54;2,9;1,82;0,5;TB;281;56,65;7,40;12,8;7,25;1,0;B+;19/03/2025;20,0;Marie BRIONNE-FRANCOIS
F8;Facteur VIII;1952A;25HA05;%;B1;PB7;XX;64,4;22;62,08;3,54;3,7;2,32;0,7;TB;281;56,65;7,40;13,7;7,75;1,0;B+;19/03/2025;20,0;Marie BRIONNE-FRANCOIS
F8;Facteur VIII;1952D;25HA05;%;D1;PB7;XX;51,8;;;;;;;*;281;56,65;7,40;-8,6;-4,85;-0,7;TB;19/03/2025;20,0;Marie BRIONNE-FRANCOIS
F8;Facteur VIII;1952E;25HA05;%;D1;PB7;XX;50,6;;;;;;;*;281;56,65;7,40;-10,7;-6,05;-0,8;B-;19/03/2025;20,0;Marie BRIONNE-FRANCOIS
F8;Facteur VIII;1952;25HA06;%;B1;PB7;XX;40,1;22;39,76;3,16;0,9;0,34;0,1;TB;281;35,71;4,77;12,3;4,39;0,9;B+;19/03/2025;20,0;Marie BRIONNE-FRANCOIS
F8;Facteur VIII;1952A;25HA06;%;B1;PB7;XX;40,5;22;39,76;3,16;1,9;0,74;0,2;TB;281;35,71;4,77;13,4;4,79;1,0;B+;19/03/2025;20,0;Marie BRIONNE-FRANCOIS
F8;Facteur VIII;1952D;25HA06;%;D1;PB7;XX;34,9;;;;;;;*;281;35,71;4,77;-2,3;-0,81;-0,2;TB;19/03/2025;20,0;Marie BRIONNE-FRANCOIS
F8;Facteur VIII;1952E;25HA06;%;D1;PB7;XX;32,2;;;;;;;*;281;35,71;4,77;-9,8;-3,51;-0,7;TB;19/03/2025;20,0;Marie BRIONNE-FRANCOIS
F8;Facteur VIII;1952;25HA07;%;B1;PB7;XX;111,7;23;103,78;7,70;7,6;7,92;1,0;TB;282;89,80;9,64;24,4;21,90;2,3;+1;16/04/2025;16,0;Maud LEBAS
F8;Facteur VIII;1952A;25HA07;%;B1;PB7;XX;103,0;23;103,78;7,70;-0,8;-0,78;-0,1;TB;282;89,80;9,64;14,7;13,20;1,4;B+;16/04/2025;16,0;Maud LEBAS
F8;Facteur VIII;1952D;25HA07;%;D1;PB7;XX;85,4;;;;;;;*;282;89,80;9,64;-4,9;-4,40;-0,5;TB;16/04/2025;16,0;Célia VAURY
F8;Facteur VIII;1952E;25HA07;%;D1;PB7;XX;78,9;;;;;;;*;282;89,80;9,64;-12,1;-10,90;-1,1;B-;16/04/2025;16,0;Célia VAURY
F8;Facteur VIII;1952;25HA08;%;B1;PB7;XX;45,1;23;40,33;4,99;11,8;4,77;1,0;B+;283;35,72;4,16;26,3;9,38;2,3;+1;16/04/2025;20,0;Maud LEBAS
F8;Facteur VIII;1952A;25HA08;%;B1;PB7;XX;43,7;23;40,33;4,99;8,4;3,37;0,7;TB;283;35,72;4,16;22,3;7,98;1,9;+1;16/04/2025;20,0;Maud LEBAS
F8;Facteur VIII;1952D;25HA08;%;D1;PB7;XX;38,1;;;;;;;*;283;35,72;4,16;6,7;2,38;0,6;TB;16/04/2025;20,0;Célia VAURY
F8;Facteur VIII;1952E;25HA08;%;D1;PB7;XX;36,9;;;;;;;*;283;35,72;4,16;3,3;1,18;0,3;TB;16/04/2025;20,0;Célia VAURY
F8;Facteur VIII;1952;25HA09;%;B1;PB7;XX;109,0;23;103,96;7,77;4,8;5,04;0,6;TB;276;89,53;9,25;21,7;19,47;2,1;+1;14/05/2025;16,0;Maud LEBAS
F8;Facteur VIII;1952A;25HA09;%;B1;PB7;XX;104,5;23;103,96;7,77;0,5;0,54;0,1;TB;276;89,53;9,25;16,7;14,97;1,6;+1;14/05/2025;16,0;Maud LEBAS
F8;Facteur VIII;1952D;25HA09;%;D1;PB7;XX;83,4;;;;;;;*;276;89,53;9,25;-6,8;-6,13;-0,7;TB;14/05/2025;16,0;Maud LEBAS
F8;Facteur VIII;1952E;25HA09;%;D1;PB7;XX;80,5;;;;;;;*;276;89,53;9,25;-10,1;-9,03;-1,0;B-;14/05/2025;16,0;Maud LEBAS
F8;Facteur VIII;1952;25HA10;%;B1;PB7;XX;62,2;23;61,06;4,85;1,9;1,14;0,2;TB;275;57,45;6,89;8,3;4,75;0,7;TB;14/05/2025;20,0;Maud LEBAS
F8;Facteur VIII;1952A;25HA10;%;B1;PB7;XX;66,2;23;61,06;4,85;8,4;5,14;1,1;TB;275;57,45;6,89;15,2;8,75;1,3;B+;14/05/2025;20,0;Maud LEBAS
F8;Facteur VIII;1952D;25HA10;%;D1;PB7;XX;49,9;;;;;;;*;275;57,45;6,89;-13,1;-7,55;-1,1;B-;14/05/2025;20,0;Maud LEBAS
F8;Facteur VIII;1952E;25HA10;%;D1;PB7;XX;48,9;;;;;;;*;275;57,45;6,89;-14,9;-8,55;-1,2;B-;14/05/2025;20,0;Maud LEBAS
F8;Facteur VIII;1952;25HA11;%;B1;PB7;XX;50,1;21;60,48;5,86;-17,2;-10,38;-1,8;B-;275;57,39;7,08;-12,7;-7,29;-1,0;B-;11/06/2025;20,0;Marie BRIONNE-FRANCOIS
F8;Facteur VIII;1952A;25HA11;%;B1;PB7;XX;58,9;21;60,48;5,86;-2,6;-1,58;-0,3;TB;275;57,39;7,08;2,6;1,51;0,2;TB;11/06/2025;20,0;Marie BRIONNE-FRANCOIS
F8;Facteur VIII;1952D;25HA11;%;D1;PB7;XX;51,4;;;;;;;*;275;57,39;7,08;-10,4;-5,99;-0,8;B-;11/06/2025;20,0;Marie BRIONNE-FRANCOIS
F8;Facteur VIII;1952E;25HA11;%;D1;PB7;XX;52,0;;;;;;;*;275;57,39;7,08;-9,4;-5,39;-0,8;TB;11/06/2025;20,0;Marie BRIONNE-FRANCOIS
F8;Facteur VIII;1952;25HA12;%;B1;PB7;XX;73,0;21;88,05;9,80;-17,1;-15,05;-1,5;-1;274;79,46;8,50;-8,1;-6,46;-0,8;B-;11/06/2025;16,0;Marie BRIONNE-FRANCOIS
F8;Facteur VIII;1952A;25HA12;%;B1;PB7;XX;90,2;21;88,05;9,80;2,4;2,15;0,2;TB;274;79,46;8,50;13,5;10,74;1,3;B+;11/06/2025;16,0;Marie BRIONNE-FRANCOIS
F8;Facteur VIII;1952D;25HA12;%;D1;PB7;XX;76,0;;;;;;;*;274;79,46;8,50;-4,4;-3,46;-0,4;TB;11/06/2025;16,0;Marie BRIONNE-FRANCOIS
F8;Facteur VIII;1952E;25HA12;%;D1;PB7;XX;78,1;;;;;;;*;274;79,46;8,50;-1,7;-1,36;-0,2;TB;11/06/2025;16,0;Marie BRIONNE-FRANCOIS
F8;Facteur VIII;1952;25HA13;%;B1;PB7;XX;93,7;23;102,71;9,20;-8,8;-9,01;-1,0;B-;277;90,96;9,45;3,0;2,74;0,3;TB;09/07/2025;16,0;Marie BRIONNE-FRANCOIS
F8;Facteur VIII;1952A;25HA13;%;B1;PB7;XX;100,4;23;102,71;9,20;-2,2;-2,31;-0,3;TB;277;90,96;9,45;10,4;9,44;1,0;B+;09/07/2025;16,0;Marie BRIONNE-FRANCOIS
F8;Facteur VIII;1952D;25HA13;%;D1;PB7;XX;76,8;;;;;;;*;277;90,96;9,45;-15,6;-14,16;-1,5;B-;09/07/2025;16,0;Marie BRIONNE-FRANCOIS
F8;Facteur VIII;1952E;25HA13;%;D1;PB7;XX;83,5;;;;;;;*;277;90,96;9,45;-8,2;-7,46;-0,8;B-;09/07/2025;16,0;Marie BRIONNE-FRANCOIS
F8;Facteur VIII;1952;25HA14;%;B1;PB7;XX;35,8;23;39,49;4,01;-9,3;-3,69;-0,9;TB;277;36,58;4,66;-2,1;-0,78;-0,2;TB;09/07/2025;20,0;Marie BRIONNE-FRANCOIS
F8;Facteur VIII;1952A;25HA14;%;B1;PB7;XX;32,9;23;39,49;4,01;-16,7;-6,59;-1,6;B-;277;36,58;4,66;-10,1;-3,68;-0,8;B-;09/07/2025;20,0;Marie BRIONNE-FRANCOIS
F8;Facteur VIII;1952D;25HA14;%;D1;PB7;XX;32,0;;;;;;;*;277;36,58;4,66;-12,5;-4,58;-1,0;B-;09/07/2025;20,0;Marie BRIONNE-FRANCOIS
F8;Facteur VIII;1952E;25HA14;%;D1;PB7;XX;34,9;;;;;;;*;277;36,58;4,66;-4,6;-1,68;-0,4;TB;09/07/2025;20,0;Marie BRIONNE-FRANCOIS
F8;Facteur VIII;1952;25HA15;%;B1;PB7;XX;127,1;19;133,9;13,5;-5,1;-6,8;-0,5;TB;271;117,2;14,4;8,4;9,9;0,7;B+;27/08/2025;16,0;Maud LEBAS
F8;Facteur VIII;1952A;25HA15;%;B1;PB7;XX;114,3;19;133,9;13,5;-14,6;-19,6;-1,4;B-;271;117,2;14,4;-2,5;-2,9;-0,2;TB;27/08/2025;16,0;Maud LEBAS
F8;Facteur VIII;1952D;25HA15;%;D1;PB7;XX;130,5;;;;;;;*;271;117,2;14,4;11,3;13,3;0,9;B+;27/08/2025;16,0;Marie BRIONNE-FRANCOIS, Maud LEBAS
F8;Facteur VIII;1952E;25HA15;%;D1;PB7;XX;130,5;;;;;;;*;271;117,2;14,4;11,3;13,3;0,9;B+;27/08/2025;16,0;Marie BRIONNE-FRANCOIS, Maud LEBAS
F8;Facteur VIII;1952;25HA16;%;B1;PB7;XX;28,8;19;38,09;5,94;-24,4;-9,29;-1,5;-1;276;35,66;4,17;-19,2;-6,86;-1,6;B-;27/08/2025;20,0;Maud LEBAS
F8;Facteur VIII;1952A;25HA16;%;B1;PB7;XX;32,5;19;38,09;5,94;-14,7;-5,59;-0,9;B-;276;35,66;4,17;-8,9;-3,16;-0,8;TB;27/08/2025;20,0;Maud LEBAS
F8;Facteur VIII;1952D;25HA16;%;D1;PB7;XX;43,5;;;;;;;*;276;35,66;4,17;22,0;7,84;1,9;+1;27/08/2025;20,0;Marie BRIONNE-FRANCOIS, Maud LEBAS
F8;Facteur VIII;1952E;25HA16;%;D1;PB7;XX;44,6;;;;;;;*;276;35,66;4,17;25,1;8,94;2,1;+1;27/08/2025;20,0;Marie BRIONNE-FRANCOIS, Maud LEBAS
F8;Facteur VIII;1952;25HA17;%;B1;PB7;XX;129,8;20;141,36;13,20;-8,2;-11,56;-0,8;TB;273;116,21;13,79;11,7;13,59;1,0;B+;01/10/2025;16,0;Marie BRIONNE-FRANCOIS
F8;Facteur VIII;1952A;25HA17;%;B1;PB7;XX;127,5;20;141,36;13,20;-9,8;-13,86;-1,0;B-;273;116,21;13,79;9,7;11,29;0,8;B+;01/10/2025;16,0;Marie BRIONNE-FRANCOIS
F8;Facteur VIII;1952;25HA18;%;B1;PB7;XX;31,1;20;38,93;4,19;-20,1;-7,83;-1,8;B-;272;36,11;4,47;-13,9;-5,01;-1,1;B-;01/10/2025;20,0;Marie BRIONNE-FRANCOIS
F8;Facteur VIII;1952A;25HA18;%;B1;PB7;XX;33,3;20;38,93;4,19;-14,5;-5,63;-1,3;B-;272;36,11;4,47;-7,8;-2,81;-0,6;TB;01/10/2025;20,0;Marie BRIONNE-FRANCOIS
F8;Facteur VIII;1952;25HA19;%;B1;PB7;XX;79,6;22;86,44;5,69;-7,9;-6,84;-1,2;TB;279;79,91;8,29;-0,4;-0,31;0,0;TB;05/11/2025;16,0;Marie BRIONNE-FRANCOIS
F8;Facteur VIII;1952A;25HA19;%;B1;PB7;XX;79,4;22;86,44;5,69;-8,1;-7,04;-1,2;B-;279;79,91;8,29;-0,6;-0,51;-0,1;TB;05/11/2025;16,0;Marie BRIONNE-FRANCOIS
F8;Facteur VIII;1952D;25HA19;%;D1;PB7;XX;89,5;;;;;;;*;279;79,91;8,29;12,0;9,59;1,2;B+;05/11/2025;16,0;Marie BRIONNE-FRANCOIS
F8;Facteur VIII;1952E;25HA19;%;D1;PB7;XX;97,5;;;;;;;*;279;79,91;8,29;22,0;17,59;2,1;+1;05/11/2025;16,0;Marie BRIONNE-FRANCOIS
F8;Facteur VIII;1952;25HA20;%;B1;PB7;XX;30,9;22;38,81;5,90;-20,4;-7,91;-1,3;-1;279;35,43;3,98;-12,8;-4,53;-1,1;B-;05/11/2025;20,0;Marie BRIONNE-FRANCOIS
F8;Facteur VIII;1952A;25HA20;%;B1;PB7;XX;31,1;22;38,81;5,90;-19,9;-7,71;-1,3;B-;279;35,43;3,98;-12,2;-4,33;-1,1;B-;05/11/2025;20,0;Marie BRIONNE-FRANCOIS
F8;Facteur VIII;1952D;25HA20;%;D1;PB7;XX;43,5;;;;;;;*;279;35,43;3,98;22,8;8,07;2,0;+1;05/11/2025;20,0;Marie BRIONNE-FRANCOIS
F8;Facteur VIII;1952E;25HA20;%;D1;PB7;XX;47,5;;;;;;;*;279;35,43;3,98;34,1;12,07;3,0;+1;05/11/2025;20,0;Marie BRIONNE-FRANCOIS
FX;Facteur X;1952;25HA01;%;W6;PB7;XX;65,0;15;75,62;6,85;-14,0;-10,62;-1,5;B-;282;80,57;5,95;-19,3;-15,57;-2,6;-1;22/01/2025;13,0;Marie BRIONNE-FRANCOIS
FX;Facteur X;1952A;25HA01;%;W6;PB7;XX;67,0;15;75,62;6,85;-11,4;-8,62;-1,2;B-;282;80,57;5,95;-16,8;-13,57;-2,3;-1;22/01/2025;13,0;Marie BRIONNE-FRANCOIS
FX;Facteur X;1952;25HA02;%;W6;PB7;XX;34,0;15;39,58;3,41;-14,1;-5,58;-1,6;B-;283;41,08;3,70;-17,2;-7,08;-1,9;-1;22/01/2025;15,0;Marie BRIONNE-FRANCOIS
FX;Facteur X;1952A;25HA02;%;W6;PB7;XX;35,0;15;39,58;3,41;-11,6;-4,58;-1,3;B-;283;41,08;3,70;-14,8;-6,08;-1,6;B-;22/01/2025;15,0;Marie BRIONNE-FRANCOIS
